MRGV_vOTUs	ICTV_taxonomy	Representative	Genome_size	Checkv_quality	muivig_quality	Completeness	contamination	Completeness_method	Kmer_freq	MRGV_vFAMs	MRGV_vGENs	UHGV_matched	IsProphage	Host_taxonomy
MRGV_vOTU18758	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Ludisviridae;g__Ludisvirus	MRGV_GENOME018758	53636.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2371	MRGV_vGEN05735	vOTU-046865	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp009774895
MRGV_vOTU18759	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018759	30769.0	Medium-quality	Genome-fragment	65.35	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1184	MRGV_vGEN06340	vSUBFAM-01505	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU18760	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Aliceevansviridae	MRGV_GENOME018760	28798.0	Medium-quality	Genome-fragment	75.52	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0613	MRGV_vGEN06840	vSUBFAM-00957	False	Unclassified
MRGV_vOTU18761	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018761	70199.0	Complete	High-quality	100.0	0.0	DTR (high-confidence)	1.0	MRGV_vFAM2053	MRGV_vGEN05909	vFAM-00009	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp910587915
MRGV_vOTU18762	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018762	54026.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1916	MRGV_vGEN05449	vSUBFAM-00114	False	d__Bacteria;p__Bacillota_A;c__Clostridia
MRGV_vOTU18763	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Brigitvirus	MRGV_GENOME018763	46026.0	Medium-quality	Genome-fragment	63.43	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1301	MRGV_vGEN03259	vSUBFAM-00550	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910585165;strain__MGBC129315
MRGV_vOTU18764	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Arawnvirus	MRGV_GENOME018764	24455.0	Medium-quality	Genome-fragment	70.24	0.0	AAI-based (high-confidence)	1.04	MRGV_vFAM0558	MRGV_vGEN09628	vSUBFAM-00342	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU18765	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018765	38515.0	Medium-quality	Genome-fragment	53.38	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM0045	MRGV_vGEN07510	vOTU-068499	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Turicimonas;s__Turicimonas muris
MRGV_vOTU18766	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018766	55641.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1503	MRGV_vGEN01459	vSUBFAM-00553	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585015
MRGV_vOTU18767	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018767	38877.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0160	MRGV_vGEN02218	vFAM-00022	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU18768	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018768	36261.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.07	MRGV_vFAM1381	MRGV_vGEN04003	vSUBFAM-00342	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU18769	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018769	41375.0	High-quality	High-quality	91.33	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0192	MRGV_vGEN06606	vSUBFAM-00114	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__Hominilimicola;s__Hominilimicola sp010206265;strain__GENOME03237
MRGV_vOTU18770	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018770	53642.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1356	MRGV_vGEN04746	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU18771	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018771	42329.0	Medium-quality	Genome-fragment	69.09	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0274	MRGV_vGEN10392	vSUBFAM-00684	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU18772	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018772	158391.0	Medium-quality	Genome-fragment	85.31	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0751	MRGV_vGEN11551	vFAM-00020	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU18773	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018773	36082.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2504	MRGV_vGEN08596	vSUBFAM-01002	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter;s__Anaerocaecibacter sp910587805
MRGV_vOTU18774	r__Monodnaviria;k__Shotokuvirae;p__Cressdnaviricota;c__Arfiviricetes	MRGV_GENOME018774	9421.0	High-quality	High-quality	100.0	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM1854	MRGV_vGEN06432	vFAM-00003	False	Unclassified
MRGV_vOTU18775	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018775	40189.0	Medium-quality	Genome-fragment	83.87	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2620	MRGV_vGEN11289	vGENUS-13872	False	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella variicola;strain__MGBC000424
MRGV_vOTU18776	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018776	39726.0	High-quality	High-quality	94.45	0.0	AAI-based (high-confidence)	1.07	MRGV_vFAM1360	MRGV_vGEN01026	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU18777	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018777	84334.0	Medium-quality	Genome-fragment	65.72	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM0863	MRGV_vGEN04736	vSUBFAM-01294	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae
MRGV_vOTU18778	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018778	482307.0	High-quality	High-quality	99.84	0.0	HMM-based (lower-bound)	1.01	MRGV_vFAM1275	MRGV_vGEN05233	vFAM-00048	False	d__Bacteria
MRGV_vOTU18779	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018779	33382.0	Medium-quality	Genome-fragment	85.91	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM1312	MRGV_vGEN01650	vSUBFAM-00161	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU18780	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018780	43747.0	High-quality	High-quality	92.48	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM2143	MRGV_vGEN02876	vSUBFAM-01597	False	d__Bacteria;p__Bacillota_A;c__Clostridia
MRGV_vOTU18781	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018781	40575.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1276	MRGV_vGEN02965	vSUBFAM-00356	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp910577925;strain__GENOME22956
MRGV_vOTU18782	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018782	38468.0	Medium-quality	Genome-fragment	62.31	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2053	MRGV_vGEN10816	vSUBFAM-00014	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU18783	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018783	25913.0	Medium-quality	Genome-fragment	54.15	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2544	MRGV_vGEN08512	vSUBFAM-01597	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU18784	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018784	27495.0	Medium-quality	Genome-fragment	51.09	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0475	MRGV_vGEN01402	vFAM-00008	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp910585505;strain__GENOME00554
MRGV_vOTU18785	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018785	23979.0	Medium-quality	Genome-fragment	51.41	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0025	MRGV_vGEN03421	vFAM-00017	False	Unclassified
MRGV_vOTU18786	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018786	50872.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1692	MRGV_vGEN01535	vSUBFAM-00553	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor
MRGV_vOTU18787	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018787	47116.0	Medium-quality	Genome-fragment	80.02	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM1655	MRGV_vGEN08713	vSUBFAM-04851	True	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus
MRGV_vOTU18788	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018788	38875.0	High-quality	High-quality	95.7	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2615	MRGV_vGEN10845	vSUBFAM-01218	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp009774235
MRGV_vOTU18789	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018789	37192.0	Medium-quality	Genome-fragment	76.15	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0745	MRGV_vGEN04830	vSUBFAM-00339	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU18790	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018790	65739.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0274	MRGV_vGEN10663	vSUBFAM-00114	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU18791	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018791	49945.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0088	MRGV_vGEN06098	vFAM-00035	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Petralouisia;s__Petralouisia sp910577785
MRGV_vOTU18792	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018792	38975.0	Medium-quality	Genome-fragment	63.18	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0642	MRGV_vGEN02286	vSUBFAM-00014	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU18793	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018793	29536.0	Medium-quality	Genome-fragment	65.71	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0192	MRGV_vGEN02634	vSUBFAM-00114	False	d__Bacteria
MRGV_vOTU18794	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018794	287355.0	High-quality	High-quality	100.0	0.0	HMM-based (lower-bound)	1.01	MRGV_vFAM1705	MRGV_vGEN06701	vFAM-00003	True	d__Bacteria;p__Bacillota_A;c__Clostridia
MRGV_vOTU18795	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018795	34400.0	Medium-quality	Genome-fragment	56.79	0.0	AAI-based (high-confidence)	1.02	MRGV_vFAM1476	MRGV_vGEN11010	vGENUS-19019	False	Unclassified
MRGV_vOTU18796	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018796	23091.0	Medium-quality	Genome-fragment	67.81	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM2246	MRGV_vGEN09867	vSUBFAM-00745	False	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus;strain__GENOME24332
MRGV_vOTU18797	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018797	34819.0	Complete	High-quality	100.0	0.0	DTR (high-confidence)	1.0	MRGV_vFAM2138	MRGV_vGEN06405	vSUBFAM-06535	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia ilealis
MRGV_vOTU18798	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018798	53598.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2053	MRGV_vGEN09613	vSUBFAM-05347	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum
MRGV_vOTU18799	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018799	43246.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1312	MRGV_vGEN09718	vFAM-00126	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola;s__Hominiventricola sp910587765
MRGV_vOTU18800	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Toyamaviridae	MRGV_GENOME018800	73146.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2270	MRGV_vGEN08566	vOTU-062769	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales
MRGV_vOTU18801	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018801	26599.0	Medium-quality	Genome-fragment	78.93	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2504	MRGV_vGEN10535	vFAM-00162	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae
MRGV_vOTU18802	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018802	72244.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1184	MRGV_vGEN07529	vFAM-00017	False	d__Bacteria
MRGV_vOTU18803	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018803	57494.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1909	MRGV_vGEN04339	vSUBFAM-02469	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU18804	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018804	58641.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0892	MRGV_vGEN09929	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia
MRGV_vOTU18805	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018805	62486.0	High-quality	High-quality	99.14	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0223	MRGV_vGEN02455	vFAM-00008	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__MGBC164599;s__MGBC164599 sp910575625
MRGV_vOTU18806	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018806	34818.0	Medium-quality	Genome-fragment	55.58	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0088	MRGV_vGEN01236	vSUBFAM-00150	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp000403215
MRGV_vOTU18807	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018807	52121.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0924	MRGV_vGEN11190	vOTU-008472	True	Unclassified
MRGV_vOTU18808	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018808	53556.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM2143	MRGV_vGEN05068	vSUBFAM-01597	False	d__Bacteria
MRGV_vOTU18809	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018809	37541.0	Medium-quality	Genome-fragment	62.08	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM1380	MRGV_vGEN02251	vSUBFAM-00411	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales
MRGV_vOTU18810	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Eponavirus	MRGV_GENOME018810	64811.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1318	MRGV_vGEN03354	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae
MRGV_vOTU18811	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018811	44724.0	Medium-quality	Genome-fragment	51.72	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM0639	MRGV_vGEN07460	vFAM-00001	False	Unclassified
MRGV_vOTU18812	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018812	33264.0	Medium-quality	Genome-fragment	71.89	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0081	MRGV_vGEN03853	vSUBFAM-01424	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__MGBC100798;s__MGBC100798 sp910588545
MRGV_vOTU18813	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018813	36655.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1734	MRGV_vGEN11285	vOTU-000066	True	d__Bacteria
MRGV_vOTU18814	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018814	144474.0	High-quality	High-quality	98.85	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM0397	MRGV_vGEN06907	vFAM-00134	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter
MRGV_vOTU18815	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018815	47533.0	High-quality	High-quality	91.36	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2221	MRGV_vGEN10775	vSUBFAM-00011	False	Unclassified
MRGV_vOTU18816	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018816	37726.0	Complete	High-quality	100.0	0.0	DTR (high-confidence)	1.0	MRGV_vFAM0180	MRGV_vGEN07537	vOTU-068100	True	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila
MRGV_vOTU18817	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018817	38660.0	Medium-quality	Genome-fragment	62.59	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1184	MRGV_vGEN03181	vSUBFAM-00014	False	Unclassified
MRGV_vOTU18818	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018818	55778.0	Medium-quality	Genome-fragment	79.64	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM0130	MRGV_vGEN07043	vFAM-00074	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae
MRGV_vOTU18819	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018819	101636.0	Medium-quality	Genome-fragment	58.56	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0735	MRGV_vGEN00174	vFAM-00020	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bovifimicola;s__Bovifimicola sp910583605;strain__GENOME20637
MRGV_vOTU18820	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018820	27720.0	Medium-quality	Genome-fragment	55.62	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0924	MRGV_vGEN06710	vSUBFAM-00011	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp009911645;strain__MGBC000518
MRGV_vOTU18821	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018821	32775.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1417	MRGV_vGEN03550	vSUBFAM-00813	False	d__Bacteria;p__Bacillota_A;c__Clostridia
MRGV_vOTU18822	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018822	62729.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2615	MRGV_vGEN10539	vFAM-00035	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Petralouisia;s__Petralouisia sp910577785
MRGV_vOTU18823	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018823	60512.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM0091	MRGV_vGEN07129	vSUBFAM-00114	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales
MRGV_vOTU18824	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018824	40377.0	Medium-quality	Genome-fragment	88.5	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2218	MRGV_vGEN07951	vSUBFAM-00967	False	Unclassified
MRGV_vOTU18825	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018825	35131.0	Complete	High-quality	100.0	0.0	DTR (high-confidence)	1.0	MRGV_vFAM0957	MRGV_vGEN04088	vFAM-00074	True	Unclassified
MRGV_vOTU18826	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018826	47607.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1366	MRGV_vGEN03414	vFAM-00004	False	Unclassified
MRGV_vOTU18827	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018827	27949.0	Medium-quality	Genome-fragment	78.62	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM2414	MRGV_vGEN06633	vGENUS-10613	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU18828	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME018828	52506.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1861	MRGV_vGEN00214	vFAM-00008	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter
MRGV_vOTU18829	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Winoviridae	MRGV_GENOME018829	33303.0	Medium-quality	Genome-fragment	69.46	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM1085	MRGV_vGEN08419	vSUBFAM-07050	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales
